rank,produto,cycle,pass,tile,data_inicio,data_fim,tamanho_mb,n_exutorios_dentro,distancia_min_m,distancia_mediana_m,tipo_geometria_usada,granule_id,download_url,motivo_rank
62,RIVERSP,049,464,SA,2026-05-04T07:01:30Z,2026-05-04T07:11:41Z,9.1103515625,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_049_464_SA_20260504T070130_20260504T071141_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_049_464_SA_20260504T070130_20260504T071141_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
63,RIVERSP,049,436,SA,2026-05-03T07:01:17Z,2026-05-03T07:10:00Z,11.00574779510498,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_049_436_SA_20260503T070117_20260503T071000_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_049_436_SA_20260503T070117_20260503T071000_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
64,RIVERSP,049,408,SA,2026-05-02T07:02:14Z,2026-05-02T07:09:09Z,6.156074523925781,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_049_408_SA_20260502T070214_20260502T070909_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_049_408_SA_20260502T070214_20260502T070909_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
65,RIVERSP,049,255,SA,2026-04-26T19:40:40Z,2026-04-26T19:50:55Z,10.73272705078125,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_049_255_SA_20260426T194040_20260426T195055_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_049_255_SA_20260426T194040_20260426T195055_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
66,RIVERSP,049,227,SA,2026-04-25T19:41:04Z,2026-04-25T19:50:09Z,6.592708587646484,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_049_227_SA_20260425T194104_20260425T195009_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_049_227_SA_20260425T194104_20260425T195009_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
67,RIVERSP,049,158,SA,2026-04-23T08:38:50Z,2026-04-23T08:48:11Z,8.511930465698242,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_049_158_SA_20260423T083850_20260423T084811_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_049_158_SA_20260423T083850_20260423T084811_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
68,RIVERSP,049,130,SA,2026-04-22T08:39:18Z,2026-04-22T08:46:59Z,8.500364303588867,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_049_130_SA_20260422T083918_20260422T084659_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_049_130_SA_20260422T083918_20260422T084659_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
69,RIVERSP,048,533,SA,2026-04-15T21:12:34Z,2026-04-15T21:27:57Z,8.282011032104492,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_048_533_SA_20260415T211234_20260415T212757_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_048_533_SA_20260415T211234_20260415T212757_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
70,RIVERSP,048,505,SA,2026-04-14T21:18:58Z,2026-04-14T21:27:12Z,6.002925872802734,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_048_505_SA_20260414T211858_20260414T212712_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_048_505_SA_20260414T211858_20260414T212712_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
71,RIVERSP,048,464,SA,2026-04-13T10:16:25Z,2026-04-13T10:26:36Z,9.11035442352295,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_048_464_SA_20260413T101625_20260413T102636_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_048_464_SA_20260413T101625_20260413T102636_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
72,RIVERSP,048,436,SA,2026-04-12T10:16:12Z,2026-04-12T10:24:55Z,10.606032371520996,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_048_436_SA_20260412T101612_20260412T102455_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_048_436_SA_20260412T101612_20260412T102455_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
73,RIVERSP,048,436,SA,2026-04-12T10:16:12Z,2026-04-12T10:24:55Z,10.606032371520996,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_048_436_SA_20260412T101612_20260412T102455_PID0_02,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_048_436_SA_20260412T101612_20260412T102455_PID0_02.zip,13 exutorios dentro/intersectando a geometria do granulo.
74,RIVERSP,048,436,SA,2026-04-12T10:16:12Z,2026-04-12T10:24:55Z,11.005748748779297,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_048_436_SA_20260412T101612_20260412T102455_PID0_03,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_048_436_SA_20260412T101612_20260412T102455_PID0_03.zip,13 exutorios dentro/intersectando a geometria do granulo.
75,RIVERSP,048,408,SA,2026-04-11T10:17:09Z,2026-04-11T10:24:04Z,6.156069755554199,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_048_408_SA_20260411T101709_20260411T102404_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_048_408_SA_20260411T101709_20260411T102404_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
76,RIVERSP,048,255,SA,2026-04-05T22:55:34Z,2026-04-05T23:05:49Z,10.73272705078125,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_048_255_SA_20260405T225534_20260405T230549_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_048_255_SA_20260405T225534_20260405T230549_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
77,RIVERSP,048,227,SA,2026-04-04T22:55:57Z,2026-04-04T23:05:03Z,6.575252532958984,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_048_227_SA_20260404T225557_20260404T230503_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_048_227_SA_20260404T225557_20260404T230503_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
78,RIVERSP,048,158,SA,2026-04-02T11:53:44Z,2026-04-02T12:03:05Z,8.51192855834961,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_048_158_SA_20260402T115344_20260402T120305_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_048_158_SA_20260402T115344_20260402T120305_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
79,RIVERSP,048,130,SA,2026-04-01T11:54:12Z,2026-04-01T12:01:53Z,8.50067138671875,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_048_130_SA_20260401T115412_20260401T120153_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_048_130_SA_20260401T115412_20260401T120153_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
80,RIVERSP,047,533,SA,2026-03-26T00:27:29Z,2026-03-26T00:42:51Z,8.282010078430176,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_047_533_SA_20260326T002729_20260326T004251_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_047_533_SA_20260326T002729_20260326T004251_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
81,RIVERSP,047,505,SA,2026-03-25T00:33:53Z,2026-03-25T00:42:07Z,6.002925872802734,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_047_505_SA_20260325T003353_20260325T004207_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_047_505_SA_20260325T003353_20260325T004207_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
82,RIVERSP,047,436,SA,2026-03-22T13:31:18Z,2026-03-22T13:39:44Z,10.493492126464844,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_047_436_SA_20260322T133118_20260322T133944_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_047_436_SA_20260322T133118_20260322T133944_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
83,RIVERSP,047,436,SA,2026-03-22T13:31:18Z,2026-03-22T13:39:44Z,10.893208503723145,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_047_436_SA_20260322T133118_20260322T133944_PID0_02,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_047_436_SA_20260322T133118_20260322T133944_PID0_02.zip,13 exutorios dentro/intersectando a geometria do granulo.
84,RIVERSP,047,408,SA,2026-03-21T13:32:05Z,2026-03-21T13:38:55Z,6.156067848205566,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_047_408_SA_20260321T133205_20260321T133855_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_047_408_SA_20260321T133205_20260321T133855_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
85,RIVERSP,047,255,SA,2026-03-16T02:10:38Z,2026-03-16T02:20:45Z,10.732254981994629,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_047_255_SA_20260316T021038_20260316T022045_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_047_255_SA_20260316T021038_20260316T022045_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
86,RIVERSP,047,227,SA,2026-03-15T02:11:08Z,2026-03-15T02:19:55Z,6.592166900634766,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_047_227_SA_20260315T021108_20260315T021955_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_047_227_SA_20260315T021108_20260315T021955_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
87,RIVERSP,047,158,SA,2026-03-12T15:08:43Z,2026-03-12T15:17:57Z,8.51169490814209,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_047_158_SA_20260312T150843_20260312T151757_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_047_158_SA_20260312T150843_20260312T151757_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
88,RIVERSP,047,130,SA,2026-03-11T15:09:18Z,2026-03-11T15:16:45Z,8.499422073364258,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_047_130_SA_20260311T150918_20260311T151645_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_047_130_SA_20260311T150918_20260311T151645_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
89,RIVERSP,046,533,SA,2026-03-05T03:48:29Z,2026-03-05T03:57:45Z,8.211247444152832,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_046_533_SA_20260305T034829_20260305T035745_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_046_533_SA_20260305T034829_20260305T035745_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
90,RIVERSP,046,436,SA,2026-03-01T16:46:13Z,2026-03-01T16:54:39Z,10.893214225769043,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_046_436_SA_20260301T164613_20260301T165439_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_046_436_SA_20260301T164613_20260301T165439_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
91,RIVERSP,046,408,SA,2026-02-28T16:46:59Z,2026-02-28T16:53:49Z,6.156070709228516,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_046_408_SA_20260228T164659_20260228T165349_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_046_408_SA_20260228T164659_20260228T165349_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
92,RIVERSP,046,255,SA,2026-02-23T05:25:31Z,2026-02-23T05:35:38Z,10.73225212097168,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_046_255_SA_20260223T052531_20260223T053538_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_046_255_SA_20260223T052531_20260223T053538_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
93,RIVERSP,046,227,SA,2026-02-22T05:26:01Z,2026-02-22T05:34:48Z,6.526524543762207,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_046_227_SA_20260222T052601_20260222T053448_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_046_227_SA_20260222T052601_20260222T053448_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
94,RIVERSP,046,158,SA,2026-02-19T18:23:36Z,2026-02-19T18:32:49Z,8.511695861816406,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_046_158_SA_20260219T182336_20260219T183249_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_046_158_SA_20260219T182336_20260219T183249_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
95,RIVERSP,046,130,SA,2026-02-18T18:24:10Z,2026-02-18T18:31:37Z,8.499896049499512,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_046_130_SA_20260218T182410_20260218T183137_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_046_130_SA_20260218T182410_20260218T183137_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
96,RIVERSP,045,533,SA,2026-02-12T07:03:21Z,2026-02-12T07:12:36Z,8.211246490478516,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_045_533_SA_20260212T070321_20260212T071236_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_045_533_SA_20260212T070321_20260212T071236_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
97,RIVERSP,045,505,SA,2026-02-11T07:03:55Z,2026-02-11T07:11:44Z,5.975278854370117,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_045_505_SA_20260211T070355_20260211T071144_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_045_505_SA_20260211T070355_20260211T071144_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
98,RIVERSP,045,436,SA,2026-02-08T20:01:06Z,2026-02-08T20:09:32Z,10.893203735351562,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_045_436_SA_20260208T200106_20260208T200932_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_045_436_SA_20260208T200106_20260208T200932_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
99,RIVERSP,045,408,SA,2026-02-07T20:01:52Z,2026-02-07T20:08:42Z,6.151082992553711,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_045_408_SA_20260207T200152_20260207T200842_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_045_408_SA_20260207T200152_20260207T200842_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
100,RIVERSP,045,255,SA,2026-02-02T08:40:26Z,2026-02-02T08:50:33Z,10.732250213623047,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_045_255_SA_20260202T084026_20260202T085033_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_045_255_SA_20260202T084026_20260202T085033_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
101,RIVERSP,045,227,SA,2026-02-01T08:40:56Z,2026-02-01T08:49:43Z,6.574953079223633,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_045_227_SA_20260201T084056_20260201T084943_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_045_227_SA_20260201T084056_20260201T084943_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
102,RIVERSP,045,158,SA,2026-01-29T21:38:31Z,2026-01-29T21:47:45Z,8.511695861816406,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_045_158_SA_20260129T213831_20260129T214745_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_045_158_SA_20260129T213831_20260129T214745_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
103,RIVERSP,045,130,SA,2026-01-28T21:39:06Z,2026-01-28T21:46:33Z,8.499422073364258,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_045_130_SA_20260128T213906_20260128T214633_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_045_130_SA_20260128T213906_20260128T214633_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
104,RIVERSP,044,533,SA,2026-01-22T10:18:18Z,2026-01-22T10:27:33Z,8.211246490478516,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_044_533_SA_20260122T101818_20260122T102733_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_044_533_SA_20260122T101818_20260122T102733_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
105,RIVERSP,044,505,SA,2026-01-21T10:18:51Z,2026-01-21T10:26:41Z,5.975281715393066,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_044_505_SA_20260121T101851_20260121T102641_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_044_505_SA_20260121T101851_20260121T102641_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
106,RIVERSP,044,436,SA,2026-01-18T23:16:01Z,2026-01-18T23:24:27Z,10.493492126464844,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_044_436_SA_20260118T231601_20260118T232427_PID0_01,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_044_436_SA_20260118T231601_20260118T232427_PID0_01.zip,13 exutorios dentro/intersectando a geometria do granulo.
107,RIVERSP,044,436,SA,2026-01-18T23:16:01Z,2026-01-18T23:24:27Z,10.893208503723145,13,0.0,0.0,bounding_box,SWOT_L2_HR_RiverSP_Reach_044_436_SA_20260118T231601_20260118T232427_PID0_02,https://archive.swot.podaac.earthdata.nasa.gov/podaac-swot-ops-cumulus-protected/SWOT_L2_HR_RiverSP_D/SWOT_L2_HR_RiverSP_Reach_044_436_SA_20260118T231601_20260118T232427_PID0_02.zip,13 exutorios dentro/intersectando a geometria do granulo.
